ano;numero_termo;numero_sei;orgao_acordo;parceiro_acordo;objeto;inicio_vigencia;fim_vigencia;situacao;link_documento
"2016";"1";"1400.01.0023350/2019-43
1400.01.0008361/2018-65";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"FRUTAL";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG dos serviços de prevenção e combate a incêndio, busca e salvamento, resgate e defesa civil no Município de Frutal e região.";"2020-07-01";"2021-06-30";"ENCERRADO";"https://drive.google.com/file/d/1pG0LMhBqJyzGJaL3vKikXsf2s8GmF0go/view?usp=sharing"
"2018";"1400.01.0029850/2018-19";"1400.01.0029850/2018-19";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"SACRAMENTO";"Estabelecer as intenções do CBMMG e do Município de Sacramento/ MG em firmar instrumento Público Específico, com vistas à execução pelo CBMMG, dos serviços de prevenção e de combate a incêndio, busca e salvamento, resgate e defesa civil no Município de Sacramento/ MG, impondo assim condições para que o CBMMG preste serviços de qualidade na região, mediante a construção da sede da Fração BM no Município de Sacramento a cargo da Prefeitura Municipal, que deverá ocorrer no prazo de 24 (vinte e quatro) meses a partir de 11/12/2018.";"2018-12-12";"2019-12-11";"ENCERRADO";"https://drive.google.com/file/d/1TrP29Vo6ElmCJignXoHZzdOHCsFeFp0q/view?usp=sharing"
"2018";"6222";"1400.01.0001347/2018-02";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"UBERABA";"Conjugação de esforços para realização de obras e serviços de adequação da Unidade do CBMMG em Uberaba";"2018-11-30";"2019-11-30";"ENCERRADO";""
"2015";"4004";"1400.01.0022950/2018-79";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"CARNEIRINHO";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG/8º BBM, dos serviços de prevenção e combate a incêndio, busca e salvamento, resgate e defesa civil no Município e região.";"2020-01-01";"2020-12-31";"ENCERRADO";"https://drive.google.com/file/d/1RTfx2S3rJp2a4pv_OepifvSIYI6--L0-/view?usp=sharing"
"2018";"1";"1400.01.0017431/2018-03
1400.01.0016645/2018-79";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"FRUTAL";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando o desenvolvimento peloCBMMG do Projeto Prodinata em parceria com o CONSEP do município de Frutal - MG.";"2018-08-13";"2019-08-12";"ENCERRADO";"https://drive.google.com/file/d/1mEt5Lf1LFhV_hs0n-3XlwQZqpyAfTtPD/view?usp=sharing"
"2014";"4001";"1400.01.0015318/2018-18";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ITURAMA";"Estabelecimento de condições de cooperação mútua entre os convenentes visando a execução pelo CBMMG/8º BBM, dos serviços de prevenção e combate a incêndio, busca e salvamento, resgate e defesa civil no Município e região.";"2018-12-06";"2019-12-05";"ENCERRADO";"https://drive.google.com/file/d/1RI_vKcme07E1BU64oK5pHhdj7HkicwxV/view?usp=sharing"
"2015";"6193";"1400.01.0007227/2018-31
1400.01.0015970/2019-65
1400.01.0002111/2018-35";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ARAXÁ";"Estabelecimento de condições de cooperação mutua entre os convenentes, visando a execução pelo CBMMG dos serviços de prevenção e combate a incêndios, busca e salvamento, resgates e execução das atividades de defesa civil no município de Araxá e região.";"2019-01-01";"2019-12-31";"ENCERRADO";"https://drive.google.com/file/d/1hCoU4KDvuH8ATZq8JRb56B0jkMHC2H3X/view?usp=sharing"
"2018";"";"1400.01.0001598/2018-15";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ARAXÁ";"estabelecer as inten- ções do CBMMG e do Município de Araxá/MG em elevar a condição do Pelotão de Araxá para o status de Companhia";"2018-03-13";"2020-03-12";"ENCERRADO";"https://drive.google.com/file/d/1TD_MxmZXo7Jtb2VOKdtGkk4LinW_kJUm/view?usp=sharing"
"2025";"208182";"1400.01.0013940/2025-52";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ITURAMA";"Estabelecimento de coondições de cooperação mútua entre os convenentes, visandoo a execução, pelo CBMMG/8º BBM, dos Serviçõs de Prevenção e de Combate a Incêndio, Busca e Salvamento, Resgate e Ações de Defesa Civil no Municipio de Iturama e região.";"2026-03-20";"2027-03-19";"VIGENTE";"https://drive.google.com/file/d/1CAynSqVEJKbcZe35P-kHJYvDLWnELUqf/view?usp=sharing"
"2025";"2.08.2.0.3";"1400.01.0026818/2025-91";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ARAXÁ";"O objeto do instrumento consiste no estabelecimento de cooperação entre o Município de Araxá / MG e o CBMMG, visando a instalação e funcionamento da Base Descentralizada do Serviço de Atendimento Móvel de Urgência (SAMU), integrada à sede da 2ª Companhia de Bombeiros Militar de Araxá, em cumprimento à integração do Consórcio Intermunicipal de Saúde da Rede de Urgência e Emergência da Macrorregião do Triângulo Sul - CISTRISUL.";"2025-05-17";"2028-12-31";"VIGENTE";"https://drive.google.com/file/d/1vqg8_laGF61cFHhQLEXnJvP3sCwU3Km6/view?usp=sharing"
"2025";"20800125";"1400.01.0027264/2024-80";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"UBERABA";"Constitui objeto do presente convênio a conjugação de esforços, com atuação harmônica e sem intuito lucrativo para a execução, pelo CBMMG, dos
serviços de prevenção e de combate a incêndio, busca e salvamento, resgate e defesa civil no município e região, bem como o desenvolvimento das ações por parte do município de Uberaba, conforme Plano de Trabalho, devidamente aprovado pelos partícipes e parte integrante deste instrumento";"2025-05-27";"2026-12-31";"VIGENTE";"https://drive.google.com/file/d/1a9_jSfFt9UdnB74q8Y1lI8Cj7fO4aPhN/view?usp=sharing"
"2025";"20818325";"1400.01.0010426/2025-64";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"LIMEIRA DO OESTE";"Estabelecimento de coondições de cooperação mútua entre os convenentes, visandoo a execução, pelo CBMMG/8º BBM, dos Serviçõs de Prevenção e de Combate a Incêndio, Busca e Salvamento, Resgate e Ações de Defesa Civil no Municipio de Limeira do Oeste e região.";"2025-06-05";"2028-06-09";"VIGENTE";"SEI_139923350_Termo_1_Aditivo.pdf"
"2025";"2.08.1.8.5/25";"1400.01.0076084/2025-70";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"CARNEIRINHO";"Estabelecimento de condições de cooperação mútua 
entre os convenentes, visando à execução pelo CBMMG, dos serviços de prevenção e de combate a 
incêndio, busca e salvamento, resgate e defesa civil no município e região.";"2026-01-01";"2028-12-31";"VIGENTE";"https://drive.google.com/file/d/1xoYti3c9wo0RDhVUSFsXH64o3q9_w13B/view?usp=sharing"
"2025";"1400.01.0047016/2025-79";"1400.01.0047016/2025-79";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"SACRAMENTO";"Estabelecimento de condições de cooperação entre o Município de Sacramento e o Corpo de Bombeiros Militar de Minas Gerais (CBMMG), visando à instalação e funcionamento da Base Descentralizada do Serviço de Atendimento Móvel de Urgência (SAMU), e do Sistema Integrado de Traumas e Emergência (SIATE), integrados à sede do 2º Pelotão de Bombeiros Militar de Sacramento. Este acordo cumpre os objetivos do Consórcio Intermunicipal de Saúde da Rede de Urgência e Emergência da Macrorregião do Triângulo Sul (CISTRISUL).";"2025-08-14";"2028-12-31";"VIGENTE";"https://drive.google.com/file/d/1AsSVwwcH58skxGLDLxmfDA1898aIkJ-Q/view?usp=sharing"
"2025";"29";"1400.01.0078409/2025-54";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"FRUTAL";"Termo de Fomento com município de Frutal - custeio e manutenção da Fração do Corpo de Bombeiros Militar de Minas Gerais – CBMMG na cidade de Frutal/MG, visando ao fortalecimento da capacidade operacional para a execução dos serviços de prevenção e combate a incêndios, busca, salvamento e resgate, assegurando a continuidade e a eficiência das ações de segurança pública em beneficio da coletividade";"2025-12-04";"2026-12-03";"VIGENTE";"https://drive.google.com/file/d/1vtNfl-I6k2cg0WV66w8aPy-EB7Bn0MAb/view?usp=sharing"
"2026";"208201";"1400.01.0002350/2026-57";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ARAXÁ";"estabelecimento de condições de 
cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de 
Combate a Incêndios, Buscas e Salvamentos, Resgates e Execução de Atividades de Defesa Civil no 
município de Araxá e região, visando ainda à efetiva e cada vez melhor manutenção da ordem e da defesa 
social.";"";"";"TRTATIVA";""
"2024";"54543";"1400.01.0054543/2022-74";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"RIO PARDO DE MINAS";"O presente convênio tem por objeto o estabelecimento de condições de cooperação mútua entre os convenentes, visando a criação, manutenção e o credenciamento da Brigada Municipal de Rio Pardo de Minas/MG, para execução dos serviços de prevenção e combate a incêndio e atendimento a emergências, conforme prescreve o §2ºdo artigo 3º da Lei Federal nº 13.425/2017 c/c o caput do artigo 8º da Portaria do CBMMG nº 49 de 02 de julho de 2020.";"2024-03-16";"2026-09-15";"VIGENTE";"https://drive.google.com/file/d/1YQNBrHTpfx3ErMQXv7jP-phfqQKLiUsL/view?usp=sharing"
"2024";"24721";"1400.01.0024721/2023-68";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"CORAÇÃO DE JESUS";"estabelecimento de condições de cooperação mútua entre os convenentes, visando a criação, manutenção e o credenciamento da Brigada Municipal de Coração de Jesus/MG, para execução dos serviços de prevenção e combate a incêndio e atendimento a emergências, conforme prescreve o § 2º do artigo 3º da Lei Federal nº 13.425/2017 c/c o caput do artigo 8º da Portaria do CBMMG nº 49 de 02 de julho de 2020.";"2024-02-27";"2026-08-26";"VIGENTE";"https://drive.google.com/file/d/1KhUFAZRHjlASXRqET0z4Iry1QfOAWx78/view?usp=sharing"
"2022";"3";"1400.01.0075105/2022-31";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"JANUÁRIA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG dos Serviços de Prevenção e de Combate a Incêndios, Busca e Salvamento, Resgate e Defesa Civil no município de Januária e região.";"2025-02-08";"2027-02-07";"VIGENTE";"https://drive.google.com/file/d/15n2ZVpRXIhIKUznaBzW6UNv01VdWnvkY/view?usp=sharing"
"2017";"6210";"1400.01.0053993/2022-83
1400.01.0050018/2019-38
1400.01.0022068/2018-31";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"SALINAS";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio e pânico, Busca e Salvamento, atendimento pré-hospitalar (Resgate) e Defesa Civil no Município de Salinas/MG e região, bem como o desenvolvimento das ações por parte da Prefeitura Municipal de Salinas/MG para a edificação e instalação da futura Fração do Corpo de Bombeiros Militar.";"2021-11-02";"2022-11-02";"ENCERRADO";"https://drive.google.com/file/d/1JoHSMoRnxXBf3-GAtYABOQXO4Fy67Rf8/view?usp=sharing"
"2022";"53993";"1400.01.0053993/2022-83";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"SALINAS";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução pelo CBMMG, dos serviços de Prevenção e de Combate a Incêndio e Pânico, Busca e Salvamento, Atendimento Pré-Hospitalar (Resgate) e Defesa Civil no Município de Salinas e região.";"2025-05-01";"2026-11-01";"VIGENTE";"https://drive.google.com/file/d/1dN1uJy6OPKQhDdilveQ7GsN0Hk5niPwZ/view?usp=sharing"
"2022";"1";"1400.01.0028383/2022-40";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"TAIOBEIRAS";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando a execução pelo CBMMG, dos serviços de Prevenção e de Combate a Incêndio e Pânico, Busca e Salvamento, Atendimento Pré-Hospitalar (Resgate) e Defesa Civil no município de Taiobeiras/MG e região, bem como o desenvolvimento de ações por partes da Prefeitura Municipal de Taiobeiras/MG a fim de subsidiar as despesas oriundas dos serviços prestados pelo CBMMG no referido município.";"2024-06-29";"2026-06-28";"VIGENTE";"https://drive.google.com/file/d/1n9lxgq8Gg2zaFOfu8JSOSeWdyEnWaYaZ/view?usp=sharing"
"2022";"2";"1400.01.0001086/2022-53";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"JANAÚBA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG dos Serviços de Prevenção e de Combate a Incêndios, Busca e Salvamento, Resgate e Defesa Civil no município de Janaúba e região.";"2024-04-07";"2026-12-31";"VIGENTE";"https://drive.google.com/file/d/10EFqUI_PPWhO14L3Fd-TK1VpPDTrCAZH/view?usp=sharing"
"2019";"9";"1400.01.0040592/2020-09";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"BELO HORIZONTE";"Estabelecimento de diretrizes para regulação das ações e da coordenação dos atendimentos a ocorrências e emergências pré-hospitalares na Macrorregião Nordeste e Jequitinhonha de Minas Gerais, composta pelos municípios da área de atuação do CISNORJE, do 4º Comando Operacional de Bombeiros, do 5º Comando Operacional de Bombeiros e do Batalhão de Operações Aéreas.";"2019-03-13";"2024-03-12";"ENCERRADO";"https://drive.google.com/file/d/11hrH23BIt9oowkszFJrUYl2gSjlly_UA/view?usp=sharing"
"2020";"2";"1400.01.0037370/2020-91
1400.01.0057556/2020-15";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"JANAÚBA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução, pelo CBMMG, dos serviços de prevenção e combate a incêndio, busca e salvamento, Resgate e Defesa Civil, bem como o desenvolvimento das ações por parte da Prefeitura Municipal de Janaúba para o repasse de recurso financeiro para a reforma das instalações onde funcionará a nova sede do 6º Pelotão do Corpo de Bombeiros Militar no município, localizado na Rodovia BR-122, km 161, s/nº, bairro São Vicente, em Janaúba/MG";"2023-10-07";"2025-10-06";"ENCERRADO";"https://drive.google.com/file/d/1Gb6KgnM-KFFSurq2RGnX3DPFGe2QfqBD/view?usp=sharing"
"2020";"3";"1400.01.0025886/2020-50";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"MONTES CLAROS";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio e pânico, Busca e Salvamento, atendimento pré-hospitalar (Resgate) e Defesa Civil no Município de Montes Claros/MG e região, bem como o desenvolvimento das ações por parte da Prefeitura Municipal de Montes Claros/MG na reforma e ampliação das INSTALAÇÕES DA 2º CIA DE PREVENÇÃO DO CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS/BASE INTEGRADA BOMBEIRO X SAMU, localizado na Av. Mestra Fininha, n° 1225, Bairro Jardim São Luiz, Montes Claros – Minas Gerais.";"2022-08-05";"2023-08-04";"ENCERRADO";"https://drive.google.com/file/d/1g26quPBPSZILqigugDrsNzgXZGkpJgoK/view?usp=sharing"
"2020";"1400.01.0018837/2019-62";"1400.01.0018837/2019-62";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"SALINAS";"Formalização do interesse mútuo entre o 8º Pelotão de Salinas e a Defesa Civil Municipal de Salinas em transferir a base do COMPDEC para a estrutura do pelotão BM de Salinas.";"2020-12-24";"2022-12-23";"ENCERRADO";"https://drive.google.com/file/d/17AYetbcV8tSsO1MYuuZd8vZATSrZkMvr/view?usp=sharing"
"2018";"1";"1400.01.0027561/2018-33
1400.01.0010900/2018-91";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"JANAÚBA";"Estabelecimento de condições de cooperação mútuta entre os convenentes, visando à execução pelo CBMMG dos Serviços de Prevenção e de Combate a Incêndios, Busca e Salvamento, Resgate e Defesa Civil no município de Janaúba e região.";"2021-01-03";"2022-01-03";"ENCERRADO";"https://drive.google.com/file/d/1AtFnbCGXEuSN3PpTvDh4OBX3RIFwgEwg/view?usp=sharing"
"2018";"2";"1400.01.0023876/2018-06";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"JANUÁRIA";"Estabelecimento de condições de cooperação mútuta entre os convenentes, visando à execução pelo CBMMG dos Serviços de Prevenção e de Combate a Incêndios, Busca e Salvamento, Resgate e Defesa Civil no município de Januária e região.";"2020-12-28";"2021-12-27";"ENCERRADO";"https://drive.google.com/file/d/1OqRnV-LJF0cFeawEoCtJ9UUbB6PeU3Bg/view?usp=sharing"
"2019";"1";"1400.01.0023554/2018-67";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"BOCAIÚVA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio e Pânico, Busca e Salvamento, atendimento pré-hospitalar (Resgate) e Defesa Civil no Município de Bocaiúva/MG e região, bem como o desenvolvimento das ações por parte da Prefeitura Municipal de Bocaiúva/MG para a edificação e instalação da futura Fração do Corpo de Bombeiros Militar.";"2023-08-20";"2024-08-19";"ENCERRADO";"https://drive.google.com/file/d/1oIzQaxHsud77ZarQdVH8_L9Ft3wA_PLT/view?usp=sharing"
"2018";"1400.01.0022729/2018-32";"1400.01.0022729/2018-32";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"FRANCISCO SÁ";"Estabelecer as intenções do CBMMG e do Município de Francisco Sá/MG, em firmar um Instrumento Público Específico, com vistas à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêncio, Busca e Salvamento, Resgate e Defesa Civil no Município de Francisco Sá/MG.";"2018-10-09";"2018-10-08";"ENCERRADO";"https://drive.google.com/file/d/1ERpjxtuSNgUJDqTp3nNCpcflpQ3H2uGR/view?usp=sharing"
"2013";"7";"1400.01.0019600/2018-28
1400.01.0002116/2018-94";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"PIRAPORA";"O presente convênio tem por objeto o estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG dos Serviços de Prevenção e de Combate a Incêndios, Buscas e Salvamentos, Resgate e Defesa Civil no município de Pirapora e região.";"2017-09-29";"2018-09-30";"ENCERRADO";""
"2019";"1";"1400.01.0017740/2018-02";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"FRANCISCO SÁ";"Estabelecimento de condições de cooperação mútuta entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio e Pânico, Busca e Salvament, Atendimento Pré-hospitalar (Resgate) e Defesa Civil no município de Francisco Sá/MG e região, bem como odesenvolvimento das ações por parte da Prefeitura Municipal de Francisco Sá/MG para a edificação e instalação da futura Fração do Corpo de Bombeiros Militar.";"2023-08-21";"2024-08-20";"ENCERRADO";"https://drive.google.com/file/d/1GrQsG-zQf6ZN8Bhonefs1ZoRhj-p06nl/view?usp=sharing"
"2014";"6186";"1400.01.0009537/2018-32
1400.01.0002116/2018-94";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"DIAMANTINA";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Srviços de Prevenção e de Combate a Incêndios, Busca e Salvamento, Resgate e Defesa Civil no Município e Região.";"2017-07-02";"2018-07-01";"ENCERRADO";"https://drive.google.com/file/d/1FvHYARjpTR3i26FUZZHQIlvvfjOiFz9v/view?usp=sharing"
"2013";"6181";"1400.01.0007672/2018-44
1400.01.0004647/2018-45
1400.01.0002116/2018-94";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"CURVELO";"O presente convênio tem por objeto o estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução, pelo CBMMG, dos serviços de Prevenção e de Combate a Incêndio, Busca e Salvamento, Resgate e Defesa Civil no município de Curvelo e região.";"2013-10-19";"2018-10-18";"ENCERRADO";"https://drive.google.com/file/d/1JOxj9xDYYxKWLMkpSpVKSyzvnO4UKJnC/view?usp=sharing"
"2022";"1";"1400.01.0028342/2022-80";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"CONCEIÇÃO DOS OUROS";"O estabelecimento de condições de cooperação mútua entre os convenentes, visando à criação, manutenção e o credenciamento da Brigada Municipal de Conceição dos Ouros, para execução dos serviços de prevenção e combate a incêndio e atendimento a emergências, conforme prescreve o § 2o do artigo 3o da Lei Federal no 13 .425/2017 c/c o caput do artigo 8o da Portaria do CBMMG no 49/2020";"2022-11-04";"2024-11-03";"ENCERRADO";"https://drive.google.com/file/d/1P6KIQdugK6xVubUST2WoLexkqr6Oui_6/view?usp=sharing"
"2022";"1";"1400.01.0034153/2021-35";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"PARAISÓPOLIS";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à criação, manutenção e o credenciamento da Brigada Municipal de Paraisópolis, para execução dos serviços de prevenção e combate a incêndio e atendimento a emergências, conforme prescreve o § 2º do artigo 3º da Lei Federal nº 13.425/2017 c/c o caput do artigo 8º da Portaria do CBMMG nº 49 de 02 de julho de 2020.";"2024-03-30";"2026-03-29";"ENCERRADO";"https://drive.google.com/file/d/1bUbweKBcG41baMXcWzpZqqJkenuqqeNi/view?usp=sharing"
"2021";"1";"1400.01.0003818/2021-12";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"EXTREMA";"Estabelecimento de condições de cooperação mútua entre os convenentes, com o fito de proporcionar a execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio, Busca e Salvamento e Defesa Civil no Município de Extrema e região, bem como o atendimento Pré-Hospitalar (Resgate) em co-gestão pelas instituições envolvidas.";"2021-01-29";"2025-01-28";"ENCERRADO";"https://drive.google.com/file/d/1q9iqsaEV1dCG6AYJ3Ys5R51g5u8E1XES/view?usp=sharing"
"2021";"1";"1400.01.0019769/2020-18";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ITAJUBÁ";"Estabelecimento de condições de cooperação mútua entre os convenentes, com fito de proporcionar a execução pelo CBMMG, dos Serviços de Prevenção e Combate a Incêndio, Busca e Salvamento e Defesa Civil no Município de Itajubá e região, bem como o atendimento Pré-Hospitalar (Resgate) em co-gestão pelas instituições envolvidas.";"2021-01-01";"2024-12-31";"ENCERRADO";"https://drive.google.com/file/d/1gKxNOMwcg0FUiUKSjJ_Fz31lYQLQm0jY/view?usp=sharing"
"2021";"1";"1400.01.0019766/2020-02";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"POUSO ALEGRE";"Estabelecimento de condições de cooperação mútua entre os convenentes, com fito de proporcionar a execução pelo CBMMG, dos Serviços de Prevenção e Combate a Incêndio, Busca e Salvamento e Defesa Civil no Município de Pouso Alegre e região, bem como o atendimento Pré-Hospitalar (Resgate) em co-gestão pelas instituições envolvidas.";"2021-01-01";"2024-12-31";"ENCERRADO";"https://drive.google.com/file/d/120-2gWdThQRUDpVfj4PDcN2hp_AHk6p0/view?usp=sharing"
"2024";"619001";"1400.01.0074517/2024-90";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"POUSO ALEGRE";"Convênio com repasse anual R$117.000,00, visando a execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndios, Buscas e Salvamentos, Resgate e Defesa Civil no município de Pouso Alegre – MG.";"2025-05-15";"2029-05-14";"VIGENTE";"https://drive.google.com/file/d/1hrjBiEGFDRP8BeoOPeCLIyeHhNOTpRHz/view?usp=sharing"
"2025";"1";"1400.01.0087396/2024-05";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"POUSO ALEGRE";"O presente Termo de Cooperação Técnica tem por objetivo a integração das atividades inerentes à segurança pública junto ao Centro Integrado de Defesa Civil e Social e ao Sistema de Monitoramento Municipal (SIM). Deste modo, a Prefeitura de Pouso Alegre concede o acesso às câmeras de monitoramento do Município a 7ª Companhia Independente de Bombeiros Militar, através de software a ser disponibilizado e instalado na SOU da unidade.";"2025-05-31";"2029-05-30";"VIGENTE";"https://drive.google.com/file/d/1HqT0Lx2sRzlKSysYOcbU_Yd6GtnVBzHJ/view?usp=sharing"
"2025";"619131";"1400.01.0014087/2025-60";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"EXTREMA";"Estabelecimento de condições de cooperação mútua entre os convenentes, com o fito de proporcionar a execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio, Busca e Salvamento e Defesa Civil no Município de Extrema e região, bem como o atendimento Pré-Hospitalar (Resgate) em co-gestão pelas instituições envolvidas.";"2025-08-08";"2029-08-07";"VIGENTE";"https://drive.google.com/file/d/1wqXiaAgNOthHbawvqTU-w3xnl5ReSmYQ/view?usp=sharing"
"2025";"619123";"1400.01.0026434/2025-80";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ITAJUBÁ";"Estabelecimento de condições de cooperação mútua entre os
convenentes, visando à execução pelo CBMMG, dos serviços de prevenção e de combate a incêndio, busca e
salvamento, resgate e apoio à defesa civil no município e região.";"2025-08-09";"2027-08-08";"VIGENTE";"https://drive.google.com/file/d/1NoUr0A4SijPhN5uMbt3hesNKEaJHlOkt/view?usp=sharing"
"2026";"619021";"1400.01.0016583/2026-80";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"PARAISÓPOLIS";"Estabelecimento de condições de cooperação mútua entre os convenentes, visando à criação, manutenção e o credenciamento da Brigada Municipal de Paraisópolis, para execução dos serviços de prevenção e combate a incêndio e atendimento a emergências, conforme prescreve o § 2º do artigo 3º da Lei Federal nº 13.425/2017 c/c o caput do artigo 8º da Portaria do CBMMG nº 49 de 02 de julho de 2020.";"";"";"TRATATIVA";""
"2025";"506221";"1400.01.0048698/2025-61";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"ALMENARA";"O estabelecimento de condições de cooperação mútua entre os convenentes, visando à execução pelo CBMMG, dos Serviços de Prevenção e de Combate a Incêndio, Busca e Salvamento, Resgate e Defesa Civil no Município de Almenara/MG e região.";"2025-10-17";"2030-10-16";"VIGENTE";"https://drive.google.com/file/d/1Bqnde6OBrXgEc_LeVnuXbXB6CStJjpc_/view?usp=sharing"
"2024";"506003";"1400.01.0019653/2024-34";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"GOVERNADOR VALADARES";"Estabelecer condições para a promoção do ensino aos membros do 6º BBM, em busca da excelência na formação e capacitação dos bombeiros militares, no intuito de entregar à sociedade profissionais mais bem capacitados para o cumprimento de seu dever constitucional de salvar vidas e bens.";"2024-09-18";"2029-09-17";"VIGENTE";"https://drive.google.com/file/d/1TOesnuXsRJerOg2wyrysydn2ItBNmZzp/view?usp=sharing"
"2024";"506171";"1400.01.0017252/2024-65";"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";"SÃO JOÃO EVANGELISTA";"Cooperação técnica e gratuita, através da cessão do espaço em site de telecomunicações para instalação de uma repetidora de rádio digital pertencente ao CBMMG, de forma a permitir ao Corpo de Bombeiros Militar de Minas Gerais, exercer suas atividades de defesa civil, prevenção, combate a incêndios, buscas, salvamento e socorros no município de São João Evangelista, contribuindo para a ampliação da cobertura e melhoria na qualidade da rede de radiocomunicação do CBMMG, permitindo assim um melhor gerenciamento nos atendimento às ocorrências, atendendo desta forma aos interesses comuns dos convenentes.";"2024-06-27";"2029-06-26";"VIGENTE";"https://drive.google.com/file/d/1yFJpc9w25lNWS6290DSHz1d1AUJPcVRo/view?usp=sharing"
